order_id,customer_id,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag,delivery_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,age,home_zone,customer_type,signup_date,loyalty_score,app_engagement_score,preferred_channel,account_status,delivery_hours,late_delivery
O00631,C0574,Business,2025-07-05 07:07:00,2,SOUTH,RiverSide,Low,47.21,App,0,DL00098,D004,V072,H07,2025-07-05 09:16:00,2025-07-05 15:47:44.173074,Failed,3.86,1.0,0.0,4.43,15.58,54,South,SME,2025-08-26 04:13:00,76.4,57.9,App,Active,6.528936965,0
O00632,C0611,Passenger,2024-08-09 21:40:00,1,Central,Central,High,33.21,Web,1,DL00881,D127,V032,H01,2024-08-09 22:03:00,2024-08-10 04:52:23.207494,Delayed,12.77,5.0,1.0,3.32,11.86,43,Airport,Consumer,2024-10-29 20:59:00,37.2,61.2,Partner API,Active,6.823113192777777,0
O00633,C0235,Passenger,2024-02-12 12:52:00,2,Airport,Central,Low,79.57,App,0,DL00848,D080,V091,H08,2024-02-12 13:23:00,2024-02-12 14:55:42.792793,OnTime,20.03,3.0,0.0,3.93,10.97,35,AIRPORT,Enterprise,2024-06-07 21:57:00,43.7,60.0,Phone,Active,1.5452202202777776,0
O00634,C0536,Parcel,2024-07-07 12:17:00,4,East,South,Medium,171.58,App,0,DL00206,D045,V107,H02,2024-07-07 14:19:00,2024-07-07 17:45:48.033486,OnTime,17.47,1.0,0.0,4.49,15.56,56,north,Consumer,2024-08-14 02:53:00,54.5,88.4,App,Active,3.4466759683333335,0
O00635,C0314,Parcel,2024-12-06 04:23:00,2,Central,north,Low,73.66,App,0,DL00061,D083,V059,H08,2024-12-06 06:18:00,2024-12-06 05:02:21.529834,OnTime,10.51,1.0,0.0,3.8,10.6,74,RiverSide,SME,2025-04-28 13:21:00,66.4,29.9,Phone,Active,-1.2606861572222223,0
O00636,C0208,Medical,2024-06-20 07:22:00,4,West,north,Medium,134.63,App,1,DL00288,D004,V064,H03,2024-06-20 10:05:00,2024-06-20 21:12:47.425266,Delayed,14.61,0.0,0.0,1.0,15.39,48,Central,Enterprise,2025-02-06 16:19:00,74.5,67.0,Phone,Dormant,11.129840351666667,0
O00637,C0304,Passenger,2025-09-16 12:19:00,2,NORTH,SOUTH,Critical,89.63,Phone,0,,,,,,,,,,,,,56,Riverside,Consumer,2024-09-29 13:32:00,72.4,63.6,Phone,Active,,0
O00638,C0257,Passenger,2025-05-26 10:56:00,6,West,WEST,Medium,54.63,App,0,DL00729,D004,V060,H04,2025-05-26 13:22:00,2025-05-26 17:18:46.459421,OnTime,5.33,1.0,0.0,4.2,9.65,34,West,Consumer,2025-04-30 08:51:00,55.0,93.1,App,Active,3.9462387280555555,0
O00639,C0480,Medical,2025-06-02 19:12:00,2,CENTRAL,NORTH,Medium,141.93,Web,0,DL00003,D006,V049,H02,2025-06-02 20:39:00,2025-06-02 21:45:32.366770,OnTime,7.92,0.0,0.0,4.98,8.51,26,NORTH,Enterprise,2025-03-02 00:55:00,67.6,49.6,App,Dormant,1.1089907694444445,0
O00640,C0102,Passenger,2024-06-15 12:33:00,12,AIRPORT,West,Medium,72.31,API,1,,,,,,,,,,,,,39,EAST,Enterprise,2024-07-17 22:38:00,71.9,49.7,App,Active,,0
O00641,C0403,Parcel,2024-01-10 00:54:00,24,north,AIRPORT,High,119.0,Phone,0,,,,,,,,,,,,,19,EAST,Consumer,2024-07-19 11:34:00,50.0,61.5,Web,Active,,0
O00642,C0329,Retail,2024-06-28 03:15:00,4,RiverSide,Airport,High,24.55,,0,DL00620,D117,V098,H04,2024-06-28 03:31:00,2024-06-28 06:36:27.337495,OnTime,11.79,0.0,0.0,5.0,14.82,38,RiverSide,Consumer,2025-08-06 06:56:00,46.4,64.9,Phone,Active,3.0909270819444443,0
O00643,C0349,Parcel,2025-04-10 18:51:00,1,Airport,RiverSide,Low,181.69,Web,1,DL00158,D031,V072,H08,2025-04-10 19:05:00,2025-04-11 00:26:34.021654,Delayed,29.34,3.0,0.0,3.8,15.45,24,West,Enterprise,2025-12-18 20:54:00,34.7,43.9,Phone,Active,5.359450459444444,0
O00644,C0084,Business,2025-11-03 08:47:00,6,EAST,Airport,High,6.28,App,0,DL00739,D087,V078,H08,2025-11-03 10:33:00,2025-11-04 00:52:43.389587,Delayed,7.6,1.0,0.0,3.28,15.7,33,Airport,Consumer,2024-12-16 23:16:00,55.8,61.9,Web,Active,14.328719329722222,0
O00645,C0517,Passenger,2024-12-26 21:06:00,6,South,CENTRAL,Medium,82.91,API,0,DL00918,D097,V086,H08,2024-12-26 21:17:00,2024-12-27 04:43:50.631471,OnTime,10.63,1.0,0.0,4.21,10.43,66,RiverSide,Consumer,2025-01-11 14:32:00,38.5,65.7,App,Active,7.447397630833334,0
O00646,C0518,Retail,2025-07-19 23:55:00,2,EAST,South,Medium,63.73,App,1,,,,,,,,,,,,,62,Airport,Consumer,2025-03-24 05:01:00,61.4,60.3,App,Active,,0
O00647,C0592,Passenger,2025-06-10 21:24:00,12,WEST,AIRPORT,High,109.87,App,0,,,,,,,,,,,,,54,West,Consumer,2024-07-20 04:26:00,33.2,33.1,App,Active,,0
O00648,C0032,Passenger,2024-05-18 08:42:00,2,West,SOUTH,Medium,52.97,App,0,,,,,,,,,,,,,69,West,Consumer,2024-06-17 10:09:00,85.0,40.5,Phone,Dormant,,0
O00649,C0361,Parcel,2025-03-02 02:32:00,4,EAST,Riverside,Low,30.88,App,0,DL00389,D054,V065,H01,2025-03-02 03:12:00,2025-03-02 07:50:19.231032,OnTime,12.41,1.0,0.0,4.57,12.55,65,SOUTH,Consumer,2024-01-11 17:19:00,,49.3,Web,Active,4.6386752866666665,0
O00650,C0206,Parcel,2025-09-30 10:28:00,6,RiverSide,AIRPORT,Low,39.65,App,0,DL00870,D078,V110,H03,2025-09-30 12:39:00,2025-09-30 14:21:55.742656,OnTime,24.94,2.0,0.0,3.8,14.11,60,SOUTH,SME,2025-10-27 13:42:00,50.3,72.9,App,Active,1.7154840711111112,0
O00651,C0345,Parcel,2024-09-29 09:23:00,6,South,SOUTH,High,7.14,App,0,DL00673,D125,V047,H03,2024-09-29 10:51:00,2024-09-29 14:22:58.189576,OnTime,13.26,0.0,0.0,4.71,11.92,18,North,Consumer,2025-06-24 14:28:00,93.5,56.9,Web,Active,3.532830437777778,0
O00652,C0331,Retail,2024-11-08 21:45:00,4,SOUTH,West,Medium,35.54,App,0,DL00036,D158,V106,H06,2024-11-08 22:14:00,2024-11-09 04:09:12.967657,OnTime,15.77,1.0,0.0,4.35,13.68,58,RiverSide,Consumer,2025-02-26 12:26:00,52.0,34.8,App,Active,5.920268793611111,0
O00653,C0397,Retail,2025-10-09 21:24:00,12,Riverside,SOUTH,Medium,36.56,App,0,,,,,,,,,,,,,33,WEST,Consumer,2024-01-03 02:17:00,51.3,34.6,Web,Suspended,,0
O00654,C0617,Parcel,2025-06-18 21:03:00,24,Ctr,Airport,High,47.22,App,0,DL00359,D068,V057,H01,2025-06-18 22:44:00,2025-06-20 08:19:56.137076,Delayed,18.71,1.0,1.0,2.94,15.84,59,north,Enterprise,2025-02-02 10:38:00,56.5,83.6,App,Active,33.598926965555556,0
O00655,C0590,Passenger,2025-11-01 15:31:00,4,South,EAST,Low,52.51,Phone,0,DL00823,D104,V114,H08,2025-11-01 16:20:00,2025-11-02 05:35:54.325407,Failed,9.55,1.0,0.0,1.91,8.94,68,Airport,SME,2024-02-29 03:00:00,54.3,43.3,App,Active,13.265090390833333,0
O00656,C0211,Parcel,2025-01-07 22:01:00,6,WEST,north,High,82.24,Web,0,DL00140,D079,V050,H06,2025-01-08 00:27:00,2025-01-08 08:59:38.123736,Delayed,15.69,0.0,1.0,2.23,11.96,29,Riverside,Enterprise,2025-12-24 23:40:00,72.1,50.9,Web,Active,8.54392326,0
O00657,C0135,Passenger,2024-02-28 21:07:00,6,SOUTH,CENTRAL,Low,155.89,App,0,DL00088,D088,V043,H04,2024-02-28 23:43:00,2024-02-29 03:16:11.448581,OnTime,5.99,0.0,0.0,4.43,2.5,65,WEST,Consumer,2025-05-28 04:34:00,68.7,51.6,App,Active,3.553180161388889,0
O00658,C0533,Retail,2025-07-24 12:28:00,12,north,north,Medium,68.43,App,0,DL00432,D119,V011,H05,2025-07-24 13:29:00,2025-07-25 06:07:11.345733,Failed,14.42,0.0,0.0,4.06,19.62,35,SOUTH,Consumer,2025-12-10 03:12:00,46.9,65.4,App,Active,16.636484925833333,0
O00659,C0002,Retail,2024-11-14 16:57:00,12,South,North,Low,135.53,API,0,DL00337,D116,V100,H06,2024-11-14 19:53:00,2024-11-15 05:59:09.777871,OnTime,23.37,1.0,0.0,4.48,14.95,61,AIRPORT,Consumer,2025-10-28 01:04:00,55.4,66.6,App,Active,10.102716075277778,0
O00660,C0288,Passenger,2024-06-04 23:38:00,4,Central,Airport,High,27.65,Web,1,DL00118,D143,V004,H01,2024-06-05 01:27:00,2024-06-05 16:05:09.661481,Failed,11.45,3.0,0.0,2.16,8.94,51,WEST,Consumer,2025-05-12 12:01:00,65.6,49.8,Phone,Active,14.636017078055556,0
O00661,C0241,Retail,2025-04-14 01:20:00,4,Ctr,RiverSide,High,97.98,Phone,0,,,,,,,,,,,,,45,AIRPORT,Consumer,2025-06-09 20:27:00,60.0,51.3,App,Active,,0
O00662,C0117,Parcel,2025-05-09 04:00:00,12,SOUTH,AIRPORT,High,30.01,Web,0,,,,,,,,,,,,,32,north,Consumer,2024-03-27 23:10:00,31.3,77.2,App,Active,,0
O00663,C0380,Retail,2024-10-04 04:12:00,2,EAST,EAST,Low,75.21,App,1,,,,,,,,,,,,,24,CENTRAL,SME,2024-10-29 03:39:00,32.6,61.2,Web,Active,,0
O00664,C0584,Passenger,2025-08-24 18:32:00,4,Airport,West,Medium,176.19,App,0,,,,,,,,,,,,,66,East,Consumer,2025-08-15 14:38:00,51.5,47.6,Partner API,Active,,0
O00665,C0522,Passenger,2024-02-17 12:11:00,4,WEST,Central,Low,176.48,App,1,DL00267,D090,V015,H08,2024-02-17 14:27:00,2024-02-17 16:12:15.501233,OnTime,7.98,1.0,0.0,4.96,8.83,28,EAST,Consumer,2024-07-02 15:25:00,56.1,63.3,App,Suspended,1.7543058980555555,0
O00666,C0001,Parcel,2025-08-26 20:17:00,24,AIRPORT,CENTRAL,Low,185.32,App,0,DL00323,D011,V107,H04,2025-08-26 20:36:00,2025-08-27 21:37:46.153565,OnTime,24.58,3.0,0.0,4.21,18.25,26,North,SME,2024-11-27 04:25:00,44.9,69.2,App,Active,25.029487101388888,0
O00667,C0392,Passenger,2025-10-04 07:18:00,2,EAST,WEST,Medium,68.27,Web,1,,,,,,,,,,,,,29,CENTRAL,Consumer,2024-07-08 20:59:00,77.2,48.2,Web,Active,,0
O00668,C0649,Parcel,2025-07-11 00:26:00,6,Airport,north,Medium,135.89,App,0,DL00145,D155,V081,H06,2025-07-11 00:42:00,2025-07-11 05:33:45.592088,OnTime,29.37,2.0,0.0,3.95,18.72,75,CENTRAL,Enterprise,2025-09-08 16:30:00,42.1,34.4,App,Active,4.862664468888889,0
O00669,C0529,Parcel,2025-07-15 13:41:00,12,north,East,Critical,80.79,App,0,DL00082,D008,V048,H03,2025-07-15 15:38:00,2025-07-16 00:44:17.490179,OnTime,3.98,1.0,0.0,4.76,5.86,41,Riverside,SME,2025-06-07 02:03:00,43.2,51.5,App,Active,9.104858383055555,0
O00670,C0305,Retail,2024-03-27 21:40:00,4,SOUTH,West,High,128.5,App,1,DL00231,D014,V046,H05,2024-03-27 23:40:00,2024-03-28 02:54:39.523324,OnTime,13.07,0.0,0.0,4.72,3.86,72,North,Consumer,2024-11-19 06:49:00,42.7,75.9,App,Active,3.2443120344444445,0
O00671,C0111,Retail,2025-01-24 15:45:00,1,north,North,Medium,118.56,Phone,0,DL00398,D106,V099,H05,2025-01-24 17:36:00,2025-01-24 23:28:38.031355,Delayed,1.2,1.0,0.0,3.08,9.73,67,WEST,Consumer,2025-11-07 03:58:00,36.2,37.0,App,Active,5.877230931944444,0
O00672,C0567,Retail,2025-01-03 22:57:00,24,AIRPORT,RiverSide,High,20.28,Web,0,DL00897,D084,V043,H07,2025-01-04 00:01:00,2025-01-04 23:54:43.323541,OnTime,33.64,2.0,0.0,4.06,29.43,74,East,Consumer,2024-02-18 04:31:00,79.7,64.9,App,Active,23.89536765027778,0
O00673,C0579,Passenger,2024-10-11 10:10:00,24,WEST,WEST,High,133.78,Phone,0,,,,,,,,,,,,,61,CENTRAL,Consumer,2024-03-06 20:09:00,82.4,85.3,App,Active,,0
O00674,C0235,Passenger,2025-08-11 15:52:00,2,CENTRAL,East,Medium,65.56,Web,0,DL00657,D145,V072,H01,2025-08-11 17:47:00,2025-08-12 09:13:33.120017,Failed,14.98,2.0,0.0,1.95,17.49,35,AIRPORT,Enterprise,2024-06-07 21:57:00,43.7,60.0,Phone,Active,15.442533338055556,0
O00675,C0445,Business,2024-02-19 17:22:00,24,Riverside,NORTH,Low,47.44,App,0,DL00885,D126,V073,H06,2024-02-19 20:14:00,2024-02-20 19:38:10.153872,OnTime,15.92,0.0,0.0,4.37,16.87,26,Riverside,SME,2024-08-29 04:18:00,60.6,55.1,App,Active,23.40282052,0
O00676,C0494,Business,2024-05-23 06:33:00,2,SOUTH,West,Low,110.61,App,0,,,,,,,,,,,,,34,north,Consumer,2024-06-24 02:06:00,77.0,90.3,Phone,Active,,0
O00677,C0519,Passenger,2024-03-04 05:19:00,4,EAST,West,High,79.31,Web,0,,,,,,,,,,,,,64,East,Enterprise,2024-01-04 19:31:00,56.4,56.2,Phone,Active,,0
O00678,C0197,Business,2025-06-17 05:43:00,12,AIRPORT,AIRPORT,Low,14.72,App,1,,,,,,,,,,,,,29,RiverSide,Consumer,2024-11-08 16:48:00,58.4,62.0,App,Active,,0
O00679,C0244,Medical,2024-11-15 01:37:00,24,West,SOUTH,High,74.53,Web,0,DL00504,D023,V098,H08,2024-11-15 04:30:00,2024-11-16 02:36:46.022359,OnTime,6.55,1.0,0.0,5.0,12.11,27,AIRPORT,Consumer,2024-01-17 21:37:00,52.7,54.9,Phone,Active,22.11278398861111,0
O00680,C0412,Passenger,2024-10-31 12:49:00,2,Ctr,WEST,High,56.97,Web,0,,,,,,,,,,,,,70,Airport,Consumer,2025-09-12 10:23:00,70.3,29.9,App,Active,,0
O00681,C0438,Parcel,2025-01-03 22:11:00,24,SOUTH,EAST,Medium,47.11,Phone,0,,,,,,,,,,,,,22,North,Consumer,2025-11-21 07:47:00,54.0,67.9,App,Active,,0
O00682,C0529,Retail,2024-10-05 09:57:00,2,NORTH,Ctr,Low,97.9,Phone,0,DL00538,D141,V015,H07,2024-10-05 12:07:00,2024-10-05 20:38:02.796068,Delayed,8.55,0.0,1.0,2.66,3.46,41,Riverside,SME,2025-06-07 02:03:00,43.2,51.5,App,Active,8.517443352222221,0
O00683,C0375,Medical,2025-05-01 06:39:00,6,EAST,AIRPORT,Medium,114.16,,0,DL00524,D130,V005,H07,2025-05-01 08:21:00,2025-05-01 15:11:37.139494,OnTime,16.66,2.0,0.0,4.83,17.68,30,WEST,Consumer,2024-10-26 23:54:00,63.9,42.6,App,Active,6.843649859444445,0
O00684,C0064,Parcel,2024-11-24 14:25:00,24,CENTRAL,AIRPORT,High,81.01,App,0,DL00405,D052,V116,H01,2024-11-24 16:21:00,2024-11-25 13:22:50.972127,OnTime,12.83,0.0,0.0,,16.99,58,EAST,Consumer,2025-06-11 19:41:00,78.3,53.0,App,Active,21.030825590833334,0
O00685,C0010,Business,2024-04-21 21:16:00,6,WEST,WEST,Low,107.85,Phone,0,,,,,,,,,,,,,23,West,Consumer,2025-10-07 20:37:00,87.2,48.6,Phone,Active,,0
O00686,C0476,Retail,2025-01-05 12:20:00,6,East,SOUTH,Medium,72.67,Web,0,DL00920,D133,V034,H03,2025-01-05 15:05:00,2025-01-06 12:10:59.396753,Failed,5.08,1.0,1.0,3.09,4.15,59,NORTH,Consumer,2024-10-04 13:18:00,66.0,69.6,App,Active,21.099832431388887,0
O00687,C0253,Passenger,2025-01-29 15:17:00,4,CENTRAL,Airport,Medium,221.31,App,0,,,,,,,,,,,,,48,West,Consumer,2024-01-04 14:51:00,49.4,38.5,App,Active,,0
O00688,C0332,Passenger,2024-04-25 06:59:00,6,north,West,High,38.09,Phone,0,DL00132,D058,V061,H03,2024-04-25 08:29:00,2024-04-25 16:02:10.123558,OnTime,19.79,0.0,0.0,4.62,5.66,19,West,Consumer,2025-06-20 06:24:00,72.1,72.1,Phone,Active,7.552812099444444,0
O00689,C0349,Passenger,2025-09-29 14:32:00,4,Riverside,RiverSide,Medium,6.04,App,1,DL00741,D113,V091,H01,2025-09-29 16:16:00,2025-09-29 22:27:15.676429,Delayed,15.66,1.0,0.0,1.65,8.71,24,West,Enterprise,2025-12-18 20:54:00,34.7,43.9,Phone,Active,6.187687896944444,0
O00690,C0013,Retail,2025-02-22 20:10:00,4,Airport,North,High,159.46,App,0,,,,,,,,,,,,,30,EAST,Enterprise,2024-02-17 17:54:00,31.3,51.7,App,Active,,0
O00691,C0532,Retail,2024-11-18 01:09:00,12,NORTH,EAST,High,231.13,App,0,DL00802,D092,V086,H08,2024-11-18 03:56:00,2024-11-18 14:22:24.207063,OnTime,11.27,0.0,0.0,3.79,9.97,73,SOUTH,Consumer,2024-03-08 19:46:00,76.5,51.4,Phone,Active,10.4400575175,0
O00692,C0223,Parcel,2024-10-12 17:30:00,4,EAST,East,Medium,73.56,Web,0,,,,,,,,,,,,,34,Central,SME,2025-07-14 10:15:00,,40.3,App,Active,,0
O00693,C0199,Retail,2025-11-08 17:54:00,2,AIRPORT,AIRPORT,Medium,115.09,App,0,DL00574,D048,V016,H05,2025-11-08 19:41:00,2025-11-09 11:16:21.047564,Failed,24.31,1.0,0.0,4.63,16.24,64,Central,Consumer,2025-05-27 21:11:00,73.4,28.6,Phone,Active,15.589179878888888,0
O00694,C0380,Passenger,2025-11-17 13:48:00,6,Ctr,RiverSide,Medium,307.5,Web,0,,,,,,,,,,,,,24,CENTRAL,SME,2024-10-29 03:39:00,32.6,61.2,Web,Active,,0
O00695,C0006,Passenger,2024-03-19 08:25:00,6,South,EAST,Low,92.36,App,0,DL00627,D142,V108,H06,2024-03-19 10:09:00,2024-03-19 13:51:55.023221,OnTime,10.41,0.0,0.0,4.25,17.46,41,WEST,Consumer,2024-03-29 13:26:00,39.9,43.3,Web,Active,3.7152842280555554,0
O00696,C0090,Passenger,2025-01-06 22:58:00,1,CENTRAL,Riverside,Medium,67.44,App,0,,,,,,,,,,,,,54,Central,Consumer,2025-10-20 02:44:00,49.5,86.5,App,Active,,0
O00697,C0454,Medical,2025-02-09 16:51:00,6,East,WEST,Medium,7.69,API,0,DL00275,D002,V012,H07,2025-02-09 18:46:00,2025-02-09 23:36:15.049502,OnTime,1.96,0.0,0.0,4.25,8.32,28,South,Consumer,2024-10-27 07:07:00,62.2,63.6,App,Active,4.837513750555556,0
O00698,C0550,Medical,2024-10-22 20:07:00,2,SOUTH,CENTRAL,High,179.24,App,0,DL00056,D137,V081,H08,2024-10-22 21:45:00,2024-10-22 22:00:19.303026,OnTime,13.46,2.0,0.0,4.01,6.52,39,NORTH,Consumer,2025-01-03 14:35:00,89.4,52.4,App,Active,0.2553619516666667,0
O00699,C0310,Medical,2024-09-22 14:49:00,12,SOUTH,Riverside,Medium,202.46,Web,0,DL00307,D089,V021,H03,2024-09-22 15:57:00,2024-09-23 01:06:05.325869,OnTime,11.84,1.0,0.0,3.9,12.44,24,Ctr,SME,2025-02-24 14:39:00,36.1,67.3,App,Active,9.151479408055556,0
O00700,C0443,Passenger,2024-01-13 01:34:00,4,WEST,WEST,Medium,110.49,Phone,0,DL00917,D077,V102,H05,2024-01-13 04:19:00,2024-01-13 07:59:11.863044,OnTime,12.76,0.0,0.0,4.06,9.47,20,SOUTH,Consumer,2024-09-23 06:28:00,59.8,65.8,,Active,3.6699619566666666,0
O00701,C0021,Parcel,2025-12-15 18:19:00,4,East,Riverside,Medium,19.97,App,0,DL00490,D039,V035,H04,2025-12-15 21:19:00,2025-12-16 19:49:17.202716,Failed,1.65,1.0,0.0,4.24,10.31,30,CENTRAL,SME,2025-07-31 01:39:00,63.6,40.8,Phone,Active,22.504778532222222,0
O00702,C0228,Retail,2024-12-28 19:23:00,4,EAST,Riverside,Critical,77.66,App,0,DL00556,D070,V030,H07,2024-12-28 22:07:00,2024-12-28 23:26:56.318304,OnTime,5.03,0.0,0.0,3.91,8.15,43,north,SME,2025-11-02 06:15:00,51.0,58.1,App,Active,1.33231064,0
O00703,C0493,Medical,2024-09-28 07:56:00,6,AIRPORT,NORTH,Medium,250.93,Phone,0,,,,,,,,,,,,,76,AIRPORT,Consumer,2024-10-17 05:33:00,30.6,55.4,Web,Active,,0
O00704,C0031,Retail,2024-03-12 17:06:00,4,North,North,High,141.29,Phone,0,DL00414,D002,V083,H02,2024-03-12 18:01:00,2024-03-12 20:55:25.078529,OnTime,8.47,1.0,0.0,5.0,14.75,35,SOUTH,Consumer,2024-04-30 16:26:00,42.5,44.0,Web,Active,2.9069662580555558,0
O00705,C0013,Parcel,2025-09-09 21:53:00,6,NORTH,RiverSide,High,118.52,App,0,DL00138,D019,V071,H04,2025-09-09 22:58:00,2025-09-10 05:00:03.368430,OnTime,11.23,2.0,0.0,4.75,15.22,30,EAST,Enterprise,2024-02-17 17:54:00,31.3,51.7,App,Active,6.034269008333333,0
O00706,C0243,Retail,2025-02-26 22:07:00,2,RiverSide,SOUTH,Low,39.03,API,1,,,,,,,,,,,,,31,RiverSide,Consumer,2025-06-20 16:36:00,63.0,85.8,Phone,Suspended,,0
O00707,C0156,Parcel,2024-11-10 05:41:00,4,CENTRAL,East,Medium,95.62,App,0,DL00646,D023,V100,H06,2024-11-10 06:33:00,2024-11-10 10:57:20.611848,OnTime,8.31,0.0,0.0,4.38,4.79,26,EAST,SME,2025-03-02 03:25:00,,32.3,Web,Active,4.4057255133333335,0
O00708,C0058,Parcel,2024-06-29 23:40:00,4,West,West,Low,108.04,Phone,0,,,,,,,,,,,,,37,Central,SME,2024-08-26 00:31:00,,59.2,App,Active,,0
O00709,C0369,Medical,2025-12-09 03:49:00,12,north,AIRPORT,Critical,49.66,App,0,DL00554,D117,V086,H04,2025-12-09 04:47:00,2025-12-09 15:45:16.170978,OnTime,11.59,1.0,0.0,4.69,14.76,42,West,Consumer,2025-03-06 02:16:00,47.6,40.7,App,Active,10.971158605000001,0
O00710,C0322,Passenger,2025-02-17 12:53:00,6,South,SOUTH,Low,91.43,Web,0,DL00363,D069,V090,H07,2025-02-17 14:58:00,2025-02-17 20:44:29.402310,OnTime,19.08,1.0,0.0,5.0,17.76,77,Ctr,Consumer,2025-05-24 17:14:00,79.2,60.9,App,Active,5.774833975,0
O00711,C0412,Passenger,2024-12-15 12:25:00,2,SOUTH,South,High,69.11,Web,0,DL00317,D105,V106,H06,2024-12-15 15:16:00,2024-12-15 16:55:42.081483,OnTime,13.76,1.0,0.0,4.67,13.99,70,Airport,Consumer,2025-09-12 10:23:00,70.3,29.9,App,Active,1.6616893008333333,0
O00712,C0512,Passenger,2025-05-26 10:22:00,2,North,WEST,High,105.64,Phone,1,DL00833,D169,V106,H04,2025-05-26 11:52:00,2025-05-26 14:09:55.922884,OnTime,16.28,0.0,0.0,4.22,17.55,59,East,Consumer,2025-02-03 19:29:00,38.5,70.2,Web,Active,2.298867467777778,0
O00713,C0316,Medical,2024-07-09 22:55:00,6,SOUTH,NORTH,Low,48.38,Phone,0,DL00252,D109,V001,H05,2024-07-10 01:06:00,2024-07-10 05:10:04.532246,OnTime,11.34,0.0,0.0,4.06,10.82,32,North,Consumer,2025-10-30 08:25:00,66.7,59.5,App,Active,4.067925623888889,0
O00714,C0456,Passenger,2024-05-26 17:47:00,24,South,NORTH,Low,187.87,App,0,DL00523,D026,V076,H01,2024-05-26 19:04:00,2024-05-27 15:57:10.253711,OnTime,2.39,1.0,0.0,4.12,8.78,25,CENTRAL,SME,2025-08-20 06:59:00,64.2,79.9,Phone,Active,20.886181586388886,0
O00715,C0477,Medical,2025-06-17 13:42:00,6,RiverSide,NORTH,Critical,125.92,App,0,DL00871,D037,V047,H01,2025-06-17 16:20:00,2025-06-17 21:03:48.121999,OnTime,9.43,0.0,0.0,4.03,16.6,53,SOUTH,SME,2025-11-14 09:26:00,62.2,80.4,Partner API,Active,4.730033888611111,0
O00716,C0072,Passenger,2024-10-22 04:13:00,6,EAST,north,Medium,5.92,App,0,DL00081,D166,V056,H04,2024-10-22 06:38:00,2024-10-22 19:18:42.594052,Delayed,9.77,1.0,1.0,3.58,12.68,61,north,SME,2024-04-22 10:38:00,48.2,88.9,App,Active,12.678498347777778,0
O00717,C0508,Retail,2024-12-12 21:04:00,4,East,South,Low,72.1,Web,0,DL00924,D155,V027,H01,2024-12-12 23:23:00,2024-12-13 02:04:50.318852,OnTime,15.39,0.0,0.0,4.6,15.3,76,EAST,Consumer,2024-09-09 23:52:00,64.2,66.0,App,Active,2.6973107922222224,0
O00718,C0533,Passenger,2025-02-27 02:32:00,2,West,AIRPORT,Low,144.45,Phone,0,DL00394,D145,V079,H02,2025-02-27 04:58:00,2025-02-27 07:05:30.365586,OnTime,15.43,0.0,0.0,4.14,8.78,35,SOUTH,Consumer,2025-12-10 03:12:00,46.9,65.4,App,Active,2.1251015516666665,0
O00719,C0395,Passenger,2024-01-04 18:42:00,2,WEST,CENTRAL,Low,11.54,Web,0,DL00509,D116,V086,H01,2024-01-04 19:33:00,2024-01-05 05:38:11.606195,Delayed,16.37,0.0,0.0,1.0,11.37,76,SOUTH,SME,2025-01-22 11:21:00,54.0,70.9,App,Active,10.08655727638889,0
O00720,C0140,Business,2024-08-29 18:27:00,2,AIRPORT,AIRPORT,High,111.88,App,0,DL00406,D126,V006,H01,2024-08-29 21:02:00,2024-08-29 20:33:10.585204,OnTime,29.85,1.0,0.0,5.0,15.78,21,AIRPORT,Consumer,2025-04-29 19:46:00,80.0,87.2,Partner API,Active,-0.4803929988888889,0
O00721,C0001,Retail,2025-02-17 06:36:00,24,EAST,Ctr,Medium,70.79,App,1,,,,,,,,,,,,,26,North,SME,2024-11-27 04:25:00,44.9,69.2,App,Active,,0
O00722,C0523,Business,2024-10-07 21:50:00,12,CENTRAL,Central,Medium,72.65,Phone,0,,,,,,,,,,,,,77,north,Consumer,2024-04-19 02:08:00,55.8,22.0,Web,Active,,0
O00723,C0075,Passenger,2024-05-15 04:14:00,1,NORTH,CENTRAL,Low,94.32,App,0,DL00029,D126,V086,H07,2024-05-15 06:49:00,2024-05-15 04:38:00.000000,OnTime,9.43,1.0,0.0,3.72,8.72,43,Central,Consumer,2024-04-13 11:39:00,59.2,23.9,App,Active,-2.183333333333333,0
O00724,C0317,Passenger,2025-11-18 07:32:00,4,Airport,NORTH,Low,98.05,App,0,DL00894,D094,V120,H06,2025-11-18 10:15:00,2025-11-18 22:57:13.153771,Delayed,25.57,0.0,0.0,2.58,20.64,19,South,Consumer,2025-11-02 07:19:00,65.2,86.0,App,Dormant,12.703653825277778,0
O00725,C0153,Passenger,2024-05-07 09:57:00,12,EAST,WEST,Medium,61.87,App,0,DL00014,D102,V008,H05,2024-05-07 12:40:00,2024-05-07 20:50:43.795700,OnTime,16.46,0.0,0.0,3.67,11.74,49,Ctr,SME,2024-09-10 22:33:00,38.4,51.1,App,Active,8.178832138888888,0
